0	1.0 1.0
35 15 36 44	0.3333333333333333 0.014184397163120567
35 16 3 11	0.16716417910447762 0.1347517730496454
35 16 7 16	0.057829759584145546 0.09929078014184398
35 16 13	0.10144927536231885 0.10638297872340426
35 16 15 33	0.11143695014662756 0.09219858156028368
35 16 16 34	0.08439897698209718 0.2198581560283688
35 16 28	0.05974025974025974 0.07092198581560284
35 16 28 35	0.11210762331838565 0.1347517730496454
35 16 33	0.07792207792207792 0.07092198581560284
35 16 38	0.06940874035989718 0.09219858156028368
35 16 40 8	0.18627450980392157 0.10638297872340426
35 16 41 18	0.0013698630136986301 0.014184397163120567
35 16 43	0.1477832512315271 0.1276595744680851
35 16 45	0.1308411214953271 0.04964539007092199
35 18 0 38	0.042105263157894736 0.02127659574468085
35 18 6 30	0.04838709677419355 0.03546099290780142
35 18 14	0.1038961038961039 0.05673758865248227
35 18 16	0.06622516556291391 0.09219858156028368
35 18 39	0.049586776859504134 0.05673758865248227
35 18 39 5	0.08010335917312661 0.0851063829787234
35 18 41	0.0880503144654088 0.07801418439716312
35 19	0.15 0.02127659574468085
35 20 14	0.16666666666666666 0.06382978723404255
35 20 41	0.1206896551724138 0.06382978723404255
35 25 30	0.04 0.02127659574468085
35 25 36	0.35 0.02127659574468085
35 25 42	0.14814814814814814 0.028368794326241134
35 26 0	0.34 0.1276595744680851
35 26 1 1	0.026865671641791045 0.0425531914893617
35 27 3 34	0.05187319884726225 0.0851063829787234
35 27 7 3	0.009732360097323601 0.014184397163120567
35 27 14	0.14457831325301204 0.1347517730496454
35 27 35 41	0.06766917293233082 0.14893617021276595
35 27 41	0.09743589743589744 0.14893617021276595
35 27 41 1	0.12568306010928962 0.14893617021276595
35 28 8 0	0.272 0.09929078014184398
35 28 14	0.14444444444444443 0.10638297872340426
35 28 15 41	0.11470588235294117 0.0851063829787234
35 28 16	0.0782608695652174 0.11347517730496454
35 28 28 0	0.25 0.20567375886524822
35 28 31	0.08728179551122195 0.1347517730496454
35 28 31 1	0.17892644135188868 0.19148936170212766
35 28 33 36	0.038461538461538464 0.02127659574468085
35 28 43 19	0.25 0.06382978723404255
35 29 2 34	0.05172413793103448 0.0425531914893617
35 29 9 38	0.039634146341463415 0.05673758865248227
35 29 41	0.10267857142857142 0.07092198581560284
35 30 0	0.2619047619047619 0.2127659574468085
35 30 1 34	0.10806174957118353 0.14184397163120568
35 30 8 16	0.034383954154727794 0.10638297872340426
35 30 16 13	0.1471900089206066 0.14184397163120568
35 30 18 41	0.08669656203288491 0.12056737588652482
35 30 19	0.16783216783216784 0.0851063829787234
35 30 30 19	0.17142857142857143 0.10638297872340426
35 30 34	0.13305613305613306 0.15602836879432624
35 30 36 12	0.05693069306930693 0.04964539007092199
35 30 41 45	0.2177121771217712 0.12056737588652482
35 31 4 30	0.10839160839160839 0.05673758865248227
35 31 14 0	0.1275 0.1276595744680851
35 31 18	0.11557788944723618 0.09929078014184398
35 31 18 42	0.03896103896103896 0.02127659574468085
35 31 20	0.08888888888888889 0.028368794326241134
35 31 33	0.053691275167785234 0.03546099290780142
35 31 41	0.011804384485666104 0.028368794326241134
35 32	0.012195121951219513 0.0070921985815602835
35 32 1	0.08280254777070063 0.03546099290780142
35 32 6 31	0.041245791245791245 0.0851063829787234
35 32 7 37	0.10975609756097561 0.06382978723404255
35 32 11	0.2159090909090909 0.0851063829787234
35 32 13 44	0.010471204188481676 0.0070921985815602835
35 32 30	0.043824701195219126 0.03546099290780142
35 32 34 37	0.11704834605597965 0.05673758865248227
35 33 13 44	0.11428571428571428 0.014184397163120567
35 33 14	0.19767441860465115 0.09219858156028368
35 33 16	0.06622516556291391 0.04964539007092199
35 33 31	0.04568527918781726 0.06382978723404255
35 34	0.09398496240601503 0.14893617021276595
35 34 1	0.17206982543640897 0.19148936170212766
35 34 5	0.10249307479224377 0.1773049645390071
35 34 5 11	0.09922928709055877 0.15602836879432624
35 34 6 14	0.13157894736842105 0.19858156028368795
35 34 6 31	0.06036484245439469 0.19858156028368795
35 34 7 37	0.07042253521126761 0.05673758865248227
35 34 8 8	0.05860805860805861 0.0851063829787234
35 34 11	0.07106598984771574 0.04964539007092199
35 34 14 39	0.04040404040404041 0.19148936170212766
35 34 16 16	0.030542390731964193 0.23404255319148937
35 34 16 41	0.09201228878648234 0.2624113475177305
35 34 17 1	0.09573241061130335 0.10638297872340426
35 34 18 43	0.12448132780082988 0.14893617021276595
35 34 27 14	0.03153745072273324 0.04964539007092199
35 34 30	0.15453194650817237 0.15602836879432624
35 34 33 8	0.07749627421758569 0.14184397163120568
35 34 35	0.06168831168831169 0.14184397163120568
35 34 35 30	0.13835311572700296 0.2127659574468085
35 34 36	0.04289544235924933 0.05673758865248227
35 34 37 0	0.24258760107816713 0.16312056737588654
35 34 37 37	0.05381944444444445 0.09219858156028368
35 34 41 13	0.001098901098901099 0.0070921985815602835
35 34 43 13	0.15695067264573992 0.1702127659574468
35 35 0	0.25806451612903225 0.19148936170212766
35 35 18 14	0.0390625 0.03546099290780142
35 35 31 41	0.015345268542199489 0.0425531914893617
35 35 39 13	0.06289308176100629 0.05673758865248227
35 35 40 12	0.07692307692307693 0.0425531914893617
35 35 43 39	0.05979381443298969 0.04964539007092199
35 36 28 14	0.3 0.05673758865248227
35 37	0.07692307692307693 0.03546099290780142
35 37 11	0.07692307692307693 0.07092198581560284
35 37 17 11	0.13274336283185842 0.07092198581560284
35 38 6 34	0.010121457489878543 0.028368794326241134
35 38 14	0.2191780821917808 0.15602836879432624
35 38 27 12	0.05527638190954774 0.04964539007092199
35 38 33 34	0.0963302752293578 0.09219858156028368
35 38 38 9	0.02413793103448276 0.03546099290780142
35 38 41	0.1252847380410023 0.14184397163120568
35 38 43 19	0.3076923076923077 0.04964539007092199
35 39 16	0.009584664536741214 0.02127659574468085
35 39 26 14	0.06166219839142091 0.09219858156028368
35 39 28	0.0410958904109589 0.04964539007092199
35 39 31	0.02030456852791878 0.02127659574468085
35 39 41	0.029585798816568046 0.06382978723404255
35 40 5 34	0.0967741935483871 0.07092198581560284
35 40 6 41	0.013927576601671309 0.028368794326241134
35 40 7 5	0.07575757575757576 0.028368794326241134
35 40 13 41	0.14606741573033707 0.09929078014184398
35 40 25	0.16 0.02127659574468085
35 40 32 35	0.04484304932735426 0.0425531914893617
35 40 35	0.015625 0.0070921985815602835
35 40 41 33	0.06372549019607843 0.0425531914893617
35 41 1 13	0.21199143468950749 0.20567375886524822
35 41 8	0.08361204013377926 0.09219858156028368
35 41 9 41	0.10437881873727088 0.23404255319148937
35 41 13	0.1951219512195122 0.15602836879432624
35 41 13 30	0.16887816646562123 0.1347517730496454
35 41 14	0.024539877300613498 0.07801418439716312
35 41 14 0	0.16518650088809947 0.1347517730496454
35 41 16 34	0.10362482080688101 0.2624113475177305
35 41 18 1	0.14259927797833935 0.1347517730496454
35 41 20	0.16455696202531644 0.05673758865248227
35 41 25 14	0.17848791893998442 0.2198581560283688
35 41 33	0.06561679790026247 0.07092198581560284
35 41 33 11	0.09158415841584158 0.07801418439716312
35 41 34 28	0.009468317552804079 0.014184397163120567
35 41 36 18	0.10142630744849446 0.06382978723404255
35 41 36 28	0.11727416798732171 0.09219858156028368
35 41 37 14	0.19872611464968154 0.19148936170212766
35 41 39	0.04126547455295736 0.09929078014184398
35 41 43 35	0.059431524547803614 0.06382978723404255
35 41 45	0.16101694915254236 0.10638297872340426
35 43 16 42	0.1326530612244898 0.04964539007092199
35 43 18 0	0.1989247311827957 0.15602836879432624
35 43 26 41	0.1191827468785471 0.12056737588652482
35 43 37 13	0.4 0.05673758865248227
35 43 43 34	0.051347881899871634 0.10638297872340426
35 44	0.13043478260869565 0.02127659574468085
35 44 7 12	0.10714285714285714 0.0425531914893617
35 45 16	0.06 0.0425531914893617
35 45 41	0.07058823529411765 0.03546099290780142
36 0	0.1651376146788991 0.11347517730496454
36 0 5 11	0.11443661971830986 0.16312056737588654
36 0 19 0	0.22992700729927007 0.1702127659574468
36 0 19 25	0.03787878787878788 0.03546099290780142
36 0 26	0.05314009661835749 0.09219858156028368
36 0 30	0.0916030534351145 0.09929078014184398
36 0 30 1	0.16417910447761194 0.14893617021276595
36 0 34 9	0.04455051710421639 0.1276595744680851
36 1 0	0.22727272727272727 0.03546099290780142
36 1 14 38	0.060836501901140684 0.07092198581560284
36 1 34	0.11594202898550725 0.09219858156028368
36 1 42 0	0.3225806451612903 0.05673758865248227
36 2 1 41	0.07692307692307693 0.07092198581560284
36 2 21 0	0.2962962962962963 0.04964539007092199
36 2 27 37	0.02459016393442623 0.0425531914893617
36 2 41	0.11214953271028037 0.10638297872340426
36 3 1 14	0.09254498714652956 0.15602836879432624
36 3 7 37	0.013333333333333334 0.014184397163120567
36 3 14	0.11507936507936507 0.12056737588652482
36 3 31 30	0.08797653958944282 0.19858156028368795
36 3 34 45	0.2318840579710145 0.0851063829787234
36 3 41	0.08009153318077804 0.18439716312056736
36 4 29 9	0.0626865671641791 0.06382978723404255
36 4 31	0.04519774011299435 0.04964539007092199
36 5 0	0.2066115702479339 0.14184397163120568
36 5 5 0	0.3157894736842105 0.23404255319148937
36 5 14 13	0.06666666666666667 0.11347517730496454
36 5 28 14	0.11864406779661017 0.10638297872340426
36 5 37 36	0.1031390134529148 0.07801418439716312
36 6 9 41	0.06711711711711711 0.375886524822695
36 6 11 28	0.023809523809523808 0.03546099290780142
36 6 12 14	0.1130952380952381 0.18439716312056736
36 6 13	0.08866995073891626 0.0851063829787234
36 6 29 30	0.06371191135734072 0.15602836879432624
36 6 31 18	0.010078387458006719 0.04964539007092199
36 6 34	0.0125 0.03546099290780142
36 6 35 13	0.10304449648711944 0.18439716312056736
36 6 35 18	0.17105263157894737 0.2553191489361702
36 7 1	0.1095890410958904 0.09219858156028368
36 7 2 14	0.06944444444444445 0.05673758865248227
36 7 8 39	0.013100436681222707 0.0425531914893617
36 7 10 1	0.1875 0.05673758865248227
36 7 17 1	0.05511811023622047 0.0851063829787234
36 7 27 8	0.06321839080459771 0.04964539007092199
36 7 30	0.13043478260869565 0.11347517730496454
36 7 32 0	0.1909424724602203 0.2695035460992908
36 7 32 34	0.08537350910232266 0.2765957446808511
36 7 32 37	0.013182674199623353 0.028368794326241134
36 7 37 0	0.2896174863387978 0.1347517730496454
36 7 41 16	0.04567143830947512 0.20567375886524822
36 8	0.0196078431372549 0.0070921985815602835
36 8 17 14	0.11290322580645161 0.0425531914893617
36 8 17 16	0.023076923076923078 0.02127659574468085
36 8 31	0.04697986577181208 0.03546099290780142
36 8 34 20	0.23214285714285715 0.06382978723404255
36 9	0.043795620437956206 0.03546099290780142
36 9 1	0.13395638629283488 0.18439716312056736
36 9 1 26	0.03814884302689181 0.14184397163120568
36 9 4 3	0.06666666666666667 0.06382978723404255
36 9 5	0.03829787234042553 0.04964539007092199
36 9 11	0.13983050847457626 0.15602836879432624
36 9 16 16	0.04318936877076412 0.1702127659574468
36 9 30	0.07848837209302326 0.11347517730496454
36 9 34 9	0.04302567661346287 0.18439716312056736
36 9 34 12	0.09078590785907859 0.15602836879432624
36 9 36	0.15151515151515152 0.07092198581560284
36 9 41 14	0.16427104722792607 0.3120567375886525
36 9 42	0.10743801652892562 0.07092198581560284
36 10 0	0.12121212121212122 0.028368794326241134
36 10 37 11	0.07017543859649122 0.02127659574468085
36 11 0	0.47837150127226463 0.5602836879432624
36 11 0 1	0.258160237388724 0.2695035460992908
36 11 2 14	0.2240117130307467 0.375886524822695
36 11 10 37	0.08585858585858586 0.12056737588652482
36 11 13 14	0.11023054755043228 0.3191489361702128
36 11 19	0.058823529411764705 0.07092198581560284
36 11 25	0.0392156862745098 0.10638297872340426
36 11 26 34	0.10695187165775401 0.3829787234042553
36 11 34	0.16689098250336473 0.3546099290780142
36 11 34 30	0.15824594852240229 0.3262411347517731
36 11 37	0.009195402298850575 0.028368794326241134
36 11 38 14	0.1577261809447558 0.4326241134751773
36 11 44	0.07335907335907337 0.12056737588652482
36 12	0.0847457627118644 0.06382978723404255
36 12 1	0.1638418079096045 0.16312056737588654
36 12 5	0.09152542372881356 0.14893617021276595
36 12 7 0	0.28662420382165604 0.22695035460992907
36 12 9 9	0.06621004566210045 0.11347517730496454
36 12 9 34	0.1379638439581351 0.3404255319148936
36 12 12 12	0.04838709677419355 0.1276595744680851
36 12 18 27	0.058823529411764705 0.07092198581560284
36 12 26	0.10612244897959183 0.12056737588652482
36 12 26 26	0.07960199004975124 0.12056737588652482
36 12 30	0.125 0.10638297872340426
36 12 36 30	0.09900990099009901 0.14893617021276595
36 12 40	0.06153846153846154 0.028368794326241134
36 12 41	0.006557377049180328 0.014184397163120567
36 13 14	0.08658008658008658 0.09929078014184398
36 13 14 30	0.074487895716946 0.11347517730496454
36 13 38 9	0.05172413793103448 0.03546099290780142
36 13 38 25	0.04710144927536232 0.04964539007092199
36 13 39	0.04633204633204633 0.07092198581560284
36 13 41	0.08391608391608392 0.1276595744680851
36 14 0 43	0.046511627906976744 0.07801418439716312
36 14 3 35	0.06486486486486487 0.07092198581560284
36 14 18	0.10852713178294573 0.14184397163120568
36 14 20	0.06451612903225806 0.04964539007092199
36 14 25 14	0.10765349032800672 0.2907801418439716
36 14 28 1	0.17543859649122806 0.19148936170212766
36 14 39	0.011095700416088766 0.05673758865248227
36 14 39 0	0.17861975642760486 0.3900709219858156
36 14 41 12	0.06838905775075987 0.09929078014184398
36 14 43	0.10080645161290322 0.14184397163120568
36 15 31 3	0.041884816753926704 0.07801418439716312
36 15 32 30	0.07281553398058252 0.10638297872340426
36 16 3 5	0.07076923076923076 0.23404255319148937
36 16 3 25	0.013262599469496022 0.0425531914893617
36 16 5 43	0.20173267326732675 0.22695035460992907
36 16 7 41	0.07559145989613388 0.3120567375886525
36 16 10 18	0.1892744479495268 0.16312056737588654
36 16 11 27	0.12149532710280374 0.0851063829787234
36 16 13	0.15126050420168066 0.2127659574468085
36 16 27 11	0.09776536312849161 0.11347517730496454
36 16 31	0.0213089802130898 0.09219858156028368
36 16 31 19	0.10025706940874037 0.12056737588652482
36 16 34 31	0.053382420616658995 0.2978723404255319
36 16 35 43	0.16551724137931034 0.14184397163120568
36 16 36 43	0.16580310880829016 0.19858156028368795
36 16 37 41	0.11835443037974684 0.40425531914893614
36 16 38	0.06237816764132553 0.1773049645390071
36 16 38 5	0.06026962727993656 0.2624113475177305
36 16 38 30	0.15121951219512195 0.3049645390070922
36 16 39	0.010802469135802469 0.03546099290780142
36 16 43	0.164 0.19858156028368795
36 17 26 0	0.3125 0.02127659574468085
36 18 9 28	0.04491017964071856 0.07801418439716312
36 18 10 14	0.18032786885245902 0.09929078014184398
36 18 14	0.16793893129770993 0.10638297872340426
36 18 16	0.06129032258064516 0.09929078014184398
36 18 41	0.09051724137931035 0.1276595744680851
36 19 25 19	0.1891891891891892 0.02127659574468085
36 19 26	0.08064516129032258 0.02127659574468085
36 19 42	0.14893617021276595 0.028368794326241134
36 20 0 38	0.1 0.05673758865248227
36 20 14	0.21428571428571427 0.07092198581560284
36 20 16	0.03597122302158273 0.03546099290780142
36 20 41	0.1346153846153846 0.09219858156028368
36 20 41 5	0.2989247311827957 0.14184397163120568
36 20 45 0	0.5227272727272727 0.11347517730496454
36 25	0.03571428571428571 0.028368794326241134
36 25 1	0.1717171717171717 0.1276595744680851
36 25 5	0.08280254777070063 0.07092198581560284
36 25 11	0.15979381443298968 0.1276595744680851
36 25 14 13	0.013513513513513514 0.0425531914893617
36 25 16 3	0.009562841530054645 0.04964539007092199
36 25 30	0.07751937984496124 0.09929078014184398
36 26 4 31	0.08456973293768547 0.09929078014184398
36 26 9	0.0535279805352798 0.07801418439716312
36 26 12	0.06779661016949153 0.05673758865248227
36 26 14 13	0.09213483146067415 0.15602836879432624
36 26 41 8	0.08421052631578947 0.1347517730496454
36 27	0.025 0.0070921985815602835
36 27 16	0.056338028169014086 0.04964539007092199
36 27 16 40	0.05128205128205128 0.03546099290780142
36 27 31	0.08433734939759036 0.04964539007092199
36 27 34 18	0.13656387665198239 0.1276595744680851
36 28 3 37	0.059907834101382486 0.07092198581560284
36 28 14	0.1201923076923077 0.1276595744680851
36 28 18 34	0.1111111111111111 0.09219858156028368
36 28 38 34	0.10526315789473684 0.10638297872340426
36 28 41	0.10148514851485149 0.16312056737588654
36 29 2 0	0.2441860465116279 0.15602836879432624
36 29 4 12	0.13019390581717452 0.10638297872340426
36 29 14	0.23255813953488372 0.1276595744680851
36 29 16	0.01809954751131222 0.028368794326241134
36 29 17 41	0.05785123966942149 0.02127659574468085
36 29 31	0.03180212014134275 0.05673758865248227
36 29 32 18	0.22429906542056074 0.10638297872340426
36 29 34 43	0.17293233082706766 0.1276595744680851
36 29 41	0.08558558558558559 0.11347517730496454
36 30 0	0.21238938053097345 0.10638297872340426
36 30 9	0.05508474576271186 0.09219858156028368
36 30 10 37	0.08139534883720931 0.028368794326241134
36 30 25	0.08641975308641975 0.09219858156028368
36 30 30 34	0.11409395973154363 0.1702127659574468
36 30 36 12	0.09009009009009009 0.07801418439716312
36 31 1 14	0.06382978723404255 0.16312056737588654
36 31 3	0.05434782608695652 0.06382978723404255
36 31 13	0.1780821917808219 0.1702127659574468
36 31 14	0.02824858757062147 0.06382978723404255
36 31 16 30	0.010678391959798994 0.05673758865248227
36 31 18 15	0.07692307692307693 0.03546099290780142
36 31 20	0.07692307692307693 0.028368794326241134
36 31 33 26	0.12080536912751678 0.0851063829787234
36 31 41	0.014652014652014652 0.0425531914893617
36 31 42 33	0.2857142857142857 0.07801418439716312
36 31 43	0.1506849315068493 0.10638297872340426
